Title,Author,Description,Article_Link,Cited_by,All_versions,Related_articles_Link
Age cohort analysis in adoption of mobile data services: gen Xers versus baby boomers,"K Yang, LD Jolly - Journal of Consumer Marketing, 2008 - emeraldinsight.com","Purpose–This study aims to examine the differences in adoption of mobile data services between two age cohorts (gen Xers and baby boomers). Three elements in the extended Technology Acceptance Model–perceived usefulness, perceived ease of use, and …",https://www.emeraldinsight.com/doi/abs/10.1108/07363760810890507,128,2,"https://scholar.google.com/scholar?q=related:lXMX-SK4OEUJ:scholar.google.com/&scioq=boomer&hl=en&as_sdt=0,5"
Developing weight management messages and interventions for baby boomer men,"CK Wirth, DCS James, M Fafard… - American journal of …, 2014 - journals.sagepub.com",The goal of this study was to explore the weight management experiences of Baby Boomer men (born between 1946 and 1964) and to use the information to develop targeted messages and interventions. Twenty men were interviewed. The Health Belief Model was …,https://journals.sagepub.com/doi/abs/10.1177/1557988313510731,11,3,"https://scholar.google.com/scholar?q=related:-PdlBF_vM6oJ:scholar.google.com/&scioq=boomer&hl=en&as_sdt=0,5"
Marketing the leisure experience to baby boomers and older tourists,"I Patterson, S Pegg - Journal of Hospitality Marketing & …, 2009 - Taylor & Francis","Tourism is big business, especially for the increasing numbers of baby boomers who are becoming increasingly targeted by marketers and travel companies as a growing market. This is because many baby boomers are healthier, financially well off, better educated and …",https://www.tandfonline.com/doi/abs/10.1080/19368620802594136,116,7,"https://scholar.google.com/scholar?q=related:NmnMNeXT4UsJ:scholar.google.com/&scioq=boomer&hl=en&as_sdt=0,5"
Gender comparisons of baby boomers and financial preparation for retirement,"JC Glass Jr, BB Kilpatrick - Educational Gerontology: An …, 1998 - Taylor & Francis","This study compared men and women, focusing on three middle‐year age groups incorporating the baby boomers, in relation to the level of savings for retirement and the number of savings vehicles utilized. The research tapped into a study conducted by the …",https://www.tandfonline.com/doi/abs/10.1080/0360127980240802,115,2,"https://scholar.google.com/scholar?q=related:vow9k0SmsnEJ:scholar.google.com/&scioq=boomer&hl=en&as_sdt=0,5"
Expert perceptions of the popular baby boomer image,"M Tavener, J Byles, D Loxton - Australasian journal on ageing, 2014 - Wiley Online Library","Aim This paper explored how gerontology experts described baby boomers, whether they challenged the popular image, and if they provided alternatives to the popularly reported baby boomer behaviours and characteristics. Methods Qualitative interviews were …",https://onlinelibrary.wiley.com/doi/abs/10.1111/ajag.12087,9,4,"https://scholar.google.com/scholar?q=related:mDcWrNWRhZoJ:scholar.google.com/&scioq=boomer&hl=en&as_sdt=0,5"
Management across time: A study of generational workforce groups (Baby Boomer and Generation X) and leadership,JG Riescher - 2009 - search.proquest.com,"Over the last decade, a number of books and articles have been written in the American literature discussing values and attitudes that are characteristic of different generational groups. There are studies that have found that generational cohorts can be identified based …",http://search.proquest.com/openview/cb55ebea6ceedc699c22d0c7529bdf56/1?pq-origsite=gscholar&cbl=18750&diss=y,15,,"https://scholar.google.com/scholar?q=related:ZFF-E7o1FeIJ:scholar.google.com/&scioq=boomer&hl=en&as_sdt=0,5"
Baby boomers in the digital age,"L Rainie - Pew Internet & American Life Project, 2010 - faithformationlearningexchange.net","… Chicago 3.19.10 Page 2. Baby Boomers March 19,2010 2 2000 40% use internet <5% broadbandat home 34% own a cell phone 0% connect to internet wirelessly <10% use “cloud” = slow,stationary connections that are built around my computer 2010 74% use internet 63% broadband …",http://www.faithformationlearningexchange.net/uploads/5/2/4/6/5246709/baby_boomers_in_the_digital_age_ppt_-_pew.pdf,11,,"https://scholar.google.com/scholar?q=related:RbM5h7jXin8J:scholar.google.com/&scioq=boomer&hl=en&as_sdt=0,5"
Exploring tourism experience sought: a cohort comparison of baby boomers and the silent generation,"XY Lehto, SC Jang, FT Achana… - Journal of Vacation …, 2008 - journals.sagepub.com","Seniors compose an important segment of the travel and tourism market. With an aging population, and the biggest bulge ofnew'seniors beginning to join the mature travel market in the form of Baby Boomers, the question arises as to whether the travel industry and …",https://journals.sagepub.com/doi/abs/10.1177/1356766708090585,139,4,"https://scholar.google.com/scholar?q=related:94Uht9eGFVUJ:scholar.google.com/&scioq=boomer&hl=en&as_sdt=0,5"
"Generation Y vs. Baby Boomers: Shopping behavior, buyer involvement and implications for retailing","A Parment - Journal of retailing and consumer services, 2013 - Elsevier","This paper presents some significant empirical findings about generational cohorts and their shopping behavior. Marketing has long relied on the use of market segmentation. While birth age has been a useful way to create groups, it describes segments but does not help to …",https://www.sciencedirect.com/science/article/pii/S096969891200149X,368,8,"https://scholar.google.com/scholar?q=related:LcdYRF_YnPoJ:scholar.google.com/&scioq=boomer&hl=en&as_sdt=0,5"
The Boomer sound source as a tool for shallow water geophysical exploration,"PG Simpkin - Marine Geophysical Researches, 2005 - Springer",Technical specifications for small seismic sound sources used in seismic profilers may provide details of the pressure signatures as measured on the primary acoustic axis and in the far field but will rarely provide information regarding off-axis emission or of the form of the …,https://link.springer.com/article/10.1007/s11001-005-3716-7,12,6,"https://scholar.google.com/scholar?q=related:OkYXNac-9koJ:scholar.google.com/&scioq=boomer&hl=en&as_sdt=0,5"
[CITATION][C] Boomer nation: The largest and richest generation ever and how it changed America,SM Gillon - 2004 - Free Pr,,,150,,"https://scholar.google.com/scholar?q=related:bpO5mPTdA-EJ:scholar.google.com/&scioq=boomer&hl=en&as_sdt=0,5"
"Will the boomers volunteer during retirement? Comparing the baby boom, silent, and long civic cohorts","CJ Einolf - Nonprofit and voluntary sector quarterly, 2009 - journals.sagepub.com",Data from the 1995 and 2005 waves of the Midlife in the United States panel study were used to compare rates of volunteering among the baby boomers with earlier cohorts and to predict boomers' future volunteering. When age was kept constant through the use of panel …,https://journals.sagepub.com/doi/abs/10.1177/0899764008315182,123,17,"https://scholar.google.com/scholar?q=related:TGBglUTM3hEJ:scholar.google.com/&scioq=boomer&hl=en&as_sdt=0,5"
The making of 'Boomergeddon': the construction of the Baby Boomer generation as a social problem in Britain,"J Bristow - The British journal of sociology, 2016 - Wiley Online Library","High‐profile claims about the problem of the 'Baby Boomer'generation, made in media and policy circles in recent years, have contributed to an awakened interest in the sociology of generations. While many claims focus on resource issues arising from the existence of a …",https://onlinelibrary.wiley.com/doi/abs/10.1111/1468-4446.12206,15,6,"https://scholar.google.com/scholar?q=related:9LBMgsVuFkgJ:scholar.google.com/&scioq=boomer&hl=en&as_sdt=0,5"
[CITATION][C] A field guide to the flora of the Natal Drakensberg,"DJB Killick, R Holcroft - 1990 - Jonathan Ball Publishers",,,52,,"https://scholar.google.com/scholar?q=related:CGYsYIhLb38J:scholar.google.com/&scioq=boomer&hl=en&as_sdt=0,5"
Quality of life aspirations: Exploring baby-boomer financial means-end goal structures,"M Johnson - Journal of Financial Services Marketing, 2008 - Springer","Motivated by industry concerns that baby-boomers are neglecting to plan for an eventual retirement, this study examines perceptions about the importance of financial means in contributing to their quality of life. Framed by means-end chain analysis and scholarship in …",https://link.springer.com/article/10.1057/fsm.2008.19,11,2,"https://scholar.google.com/scholar?q=related:h1SPT-qdWSYJ:scholar.google.com/&scioq=boomer&hl=en&as_sdt=0,5"
[BOOK][B] Boomer: Railroad Memoirs,LG Niemann - 2011 - books.google.com,"This classic account of self discovery and railroad life describes Linda Grant Niemann's travels as an itinerant brakeman on the Southern Pacific. Boomer combines travelogue, Wild West adventure, sexual memoir, and closely observed ethnography. A Berkeley Ph. D …",https://books.google.com/books?hl=en&lr=&id=C6zDDAAAQBAJ&oi=fnd&pg=PP1&dq=boomer&ots=KUUYQ5URlu&sig=lw9Yz7s77S0eOnfzKGi3yYC6t7w,7,3,"https://scholar.google.com/scholar?q=related:NGaBkrIQiBQJ:scholar.google.com/&scioq=boomer&hl=en&as_sdt=0,5"
Labor force projections to 2014: Retiring boomers,"M Toossi - Monthly Lab. Rev., 2005 - HeinOnline","Mitra Toossi Is an economist In the Office of Occupational Statistics anä Employment Projections, Bureau of Labor Statistics. E-mail: Toossl. Mitra@ bls. gov| he US labor force—the number of persons working or looking for work—is projected to reach 162.1 million in …",https://heinonline.org/hol-cgi-bin/get_pdf.cgi?handle=hein.journals/month128&section=121,191,9,"https://scholar.google.com/scholar?q=related:mbGdmMLzN2oJ:scholar.google.com/&scioq=boomer&hl=en&as_sdt=0,5"
A comparison of younger and older baby boomers: investigating the viability of cohort segmentation,"T Reisenwitz, R Iyer - Journal of Consumer Marketing, 2007 - emeraldinsight.com","Purpose–The purpose of the paper is to examine the relationship between two age cohorts within the baby boomer group, younger baby boomers (born between 1956-1965) and older baby boomers (born between 1946-1955), based on various behavioral variables. It is …",https://www.emeraldinsight.com/doi/abs/10.1108/07363760710755995,142,2,"https://scholar.google.com/scholar?q=related:9OPfvQKA_z4J:scholar.google.com/&scioq=boomer&hl=en&as_sdt=0,5"
"[PDF][PDF] Benthic macroinvertebrates and physicochemical conditions of Boomer Lake, Payne County, Oklahoma",RE Craven - 1968 - shareok.org,The objectives of the study were to:.(1) descr~ be certain limnological characteristics of. Boomer Lake;·(2) estimate seasonal variation in standing crop of benthic macroinvertebrates;(3) evaluate the relationship of bottom temperature· and depth to …,https://shareok.org/bitstream/handle/11244/26139/Thesis-1968-C898b.pdf?sequence=1,10,,"https://scholar.google.com/scholar?q=related:RurUWMK66GMJ:scholar.google.com/&scioq=boomer&hl=en&as_sdt=0,5"
The health of Australian baby boomers,"N Humpel, K O'Loughlin, Y Wells… - Australasian Journal on …, 2010 - Wiley Online Library",The large baby boomer cohort is beginning to reach retirement age. This paper reviews recent Australian literature on baby boomers' health and health behaviours. Databases were searched for peer‐reviewed literature and the Internet for online studies and reports. The …,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1741-6612.2010.00412.x,34,10,"https://scholar.google.com/scholar?q=related:4JChhaPTd30J:scholar.google.com/&scioq=boomer&hl=en&as_sdt=0,5"
Boomer planning: The production of age-friendly cities,"S Alidoust, C Bosman - Built environment, 2016 - ingentaconnect.com","'Baby Boomers'(born between 1945 and 1965) constitute a significant percentage of Australia's ageing population. There are several important trends and issues related to an ageing population, including a reduction in the size of the workforce, an increase in …",https://www.ingentaconnect.com/content/alex/benv/2016/00000042/00000001/art00007,8,,"https://scholar.google.com/scholar?q=related:0VtovQbbF0YJ:scholar.google.com/&scioq=boomer&hl=en&as_sdt=0,5"
[PDF][PDF] Baby Boomer leaders face challenges communicating across generations,"CW Zust - Emerging Leaders, 2001 - zustco.com","When I skipped off to elementary school in the late 1950s, I had no idea that in the years ahead my fellow classmates and I, along with the other 77 million Baby Boomers, would create radical change in American business, education and health care. I didn't realize then …",http://www.zustco.com/cz_articles/baby_boomer.pdf,7,,"https://scholar.google.com/scholar?q=related:o452jbNTcJkJ:scholar.google.com/&scioq=boomer&hl=en&as_sdt=0,5"
[HTML][HTML] Seven myths of financial planning and baby boomer retirement,"JF Coughlin, LA D'ambrosio - Journal of Financial Services Marketing, 2009 - Springer","Myths are tales that combine fact and fiction. Commonly shared business myths help provide the foundation for underlying beliefs about what is important, what matters to the customer, and explain or justify business practices. While myths can be a means to structure …",https://link.springer.com/article/10.1057/fsm.2009.10,8,5,"https://scholar.google.com/scholar?q=related:NldHXG-gAigJ:scholar.google.com/&scioq=boomer&hl=en&as_sdt=0,5"
